36860,0,0.00,0.00,0.00,0,3.00,36.58,23.44,0.28,0.35,0.07,0.92,-10.24,-3.46,
37361,0,0.00,0.00,0.00,0,4.00,37.70,23.45,-0.11,-0.14,0.20,0.72,-10.20,-0.58,
37867,0,0.00,0.00,0.00,0,5.00,38.04,23.46,-0.02,0.02,0.09,0.59,-10.05,-0.40,
38378,0,0.00,0.00,0.00,0,5.00,36.91,23.46,0.14,-0.15,0.15,0.63,-9.95,-0.63,
38884,0,0.00,0.00,0.00,0,4.00,37.51,23.47,-0.07,0.00,0.02,0.64,-9.07,-4.50,
39835,0,0.00,0.00,0.00,0,5.00,37.42,23.48,-0.07,0.00,0.03,0.73,-9.05,-4.45,
40336,0,0.00,0.00,0.00,0,4.00,37.42,23.46,-0.07,0.00,0.02,0.74,-9.06,-4.46,
40842,0,0.00,0.00,0.00,0,5.00,37.60,23.45,-0.07,0.00,0.03,0.70,-8.99,-4.42,
41348,0,0.00,0.00,0.00,0,4.00,37.43,23.46,0.94,-0.57,-0.64,1.98,-10.56,-2.83,
41854,0,0.00,0.00,0.00,0,5.00,37.09,23.48,0.47,-0.73,-0.03,2.37,-8.86,-2.61,
42365,0,0.00,0.00,0.00,0,3.00,37.59,23.46,-0.08,0.00,0.03,0.70,-9.12,-4.42,
42871,0,0.00,0.00,0.00,0,5.00,37.43,23.47,-0.08,0.00,0.02,0.67,-9.12,-4.46,
43823,0,0.00,0.00,0.00,0,3.00,37.08,23.48,-0.07,0.00,0.03,0.70,-9.02,-4.49,
44323,0,0.00,0.00,0.00,0,5.00,37.42,23.50,-0.08,0.00,0.03,0.69,-9.07,-4.40,
44829,0,0.00,0.00,0.00,0,3.00,37.16,23.47,-0.07,0.00,0.03,0.69,-9.08,-4.47,
45335,0,0.00,0.00,0.00,0,5.00,37.69,23.48,0.00,-0.08,-0.10,0.44,-9.01,-4.51,
45851,0,0.00,0.00,0.00,0,5.00,37.08,23.46,-0.00,-0.07,-0.08,0.58,-9.20,-4.29,
46353,0,0.00,0.00,0.00,0,5.00,36.56,23.48,-0.08,0.00,0.03,0.61,-9.15,-4.19,
46864,0,0.00,0.00,0.00,0,4.00,37.34,23.50,-0.07,0.00,0.02,0.61,-9.16,-4.20,
47365,0,0.00,0.00,0.00,0,5.00,37.16,23.48,-0.07,0.00,0.02,0.65,-9.17,-4.16,
